MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,DEP_DEL15,DEP_TIME_BLK,CRS_ARR_TIME,ARR_TIME,ARR_DELAY_NEW,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2,6,3,AA,N912AN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",622,615,0,0,0600-0659,814,753,0,0800-0859,0,,112,98,427,2,,,,,
2,7,4,AA,N909AN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",622,623,1,0,0600-0659,814,817,3,0800-0859,0,,112,114,427,2,,,,,
2,8,5,AA,N959NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",622,618,0,0,0600-0659,814,820,6,0800-0859,0,,112,122,427,2,,,,,
2,11,1,AA,N852NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",622,618,0,0,0600-0659,814,800,0,0800-0859,0,,112,102,427,2,,,,,
2,12,2,AA,N924NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",622,633,11,0,0600-0659,814,808,0,0800-0859,0,,112,95,427,2,,,,,
2,13,3,AA,N924NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",622,620,0,0,0600-0659,814,837,23,0800-0859,0,,112,137,427,2,0,0,23,0,0
2,14,4,AA,N913AN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,615,0,0,0600-0659,810,744,0,0800-0859,0,,110,89,427,2,,,,,
2,15,5,AA,N987NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,617,0,0,0600-0659,810,740,0,0800-0859,0,,110,83,427,2,,,,,
2,16,6,AA,N836NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,614,0,0,0600-0659,810,746,0,0800-0859,0,,110,92,427,2,,,,,
2,17,7,AA,N916AN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,617,0,0,0600-0659,810,812,2,0800-0859,0,,110,115,427,2,,,,,
2,18,1,AA,N916NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,613,0,0,0600-0659,810,807,0,0800-0859,0,,110,114,427,2,,,,,
2,19,2,AA,N905AN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,615,0,0,0600-0659,810,808,0,0800-0859,0,,110,113,427,2,,,,,
2,20,3,AA,N896NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,614,0,0,0600-0659,810,856,46,0800-0859,0,,110,162,427,2,0,0,46,0,0
2,21,4,AA,N985NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,616,0,0,0600-0659,810,815,5,0800-0859,0,,110,119,427,2,,,,,
2,22,5,AA,N862NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,612,0,0,0600-0659,810,835,25,0800-0859,0,,110,143,427,2,0,0,25,0,0
2,23,6,AA,N958NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,627,7,0,0600-0659,810,819,9,0800-0859,0,,110,112,427,2,,,,,
2,24,7,AA,N901AN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,614,0,0,0600-0659,810,744,0,0800-0859,0,,110,90,427,2,,,,,
2,25,1,AA,N994NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,630,10,0,0600-0659,810,800,0,0800-0859,0,,110,90,427,2,,,,,
2,26,2,AA,N942NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,610,0,0,0600-0659,810,802,0,0800-0859,0,,110,112,427,2,,,,,
2,27,3,AA,N946NN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,611,0,0,0600-0659,810,742,0,0800-0859,0,,110,91,427,2,,,,,
2,28,4,AA,N946AN,111,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",620,628,8,0,0600-0659,810,811,1,0800-0859,0,,110,103,427,2,,,,,
2,1,5,AA,N915NN,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1430,1428,0,0,1400-1459,1613,1611,0,1600-1659,0,,163,163,733,3,,,,,
2,2,6,AA,N961NN,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,818,0,0,0800-0859,1024,950,0,1000-1059,0,,174,152,733,3,,,,,
2,3,7,AA,N306NY,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1430,1437,7,0,1400-1459,1613,1555,0,1600-1659,0,,163,138,733,3,,,,,
2,4,1,AA,N941NN,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1430,1427,0,0,1400-1459,1613,1552,0,1600-1659,0,,163,145,733,3,,,,,
2,5,2,AA,N963NN,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1430,1425,0,0,1400-1459,1613,1557,0,1600-1659,0,,163,152,733,3,,,,,
2,6,3,AA,N987NN,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1430,1423,0,0,1400-1459,1613,1612,0,1600-1659,0,,163,169,733,3,,,,,
2,7,4,AA,N992NN,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1430,1428,0,0,1400-1459,1613,1632,19,1600-1659,0,,163,184,733,3,0,0,19,0,0
2,8,5,AA,N906NN,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1430,1425,0,0,1400-1459,1613,1627,14,1600-1659,0,,163,182,733,3,,,,,
2,9,6,AA,N309PC,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,827,0,0,0800-0859,1024,1020,0,1000-1059,0,,174,173,733,3,,,,,
2,10,7,AA,N971NN,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1430,1434,4,0,1400-1459,1613,1739,86,1600-1659,0,,163,245,733,3,0,4,82,0,0
2,11,1,AA,N978NN,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1430,1455,25,1,1400-1459,1613,1707,54,1600-1659,0,,163,192,733,3,0,0,29,0,25
2,12,2,AA,N352PS,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1430,,,,1400-1459,1613,,,1600-1659,1,B,163,,733,3,,,,,
2,13,3,AA,N951NN,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1430,1424,0,0,1400-1459,1613,1534,0,1600-1659,0,,163,130,733,3,,,,,
2,16,6,AA,N930AN,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,832,2,0,0800-0859,1025,1018,0,1000-1059,0,,175,166,733,3,,,,,
2,23,6,AA,N816NN,114,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,817,0,0,0800-0859,1025,949,0,1000-1059,0,,175,152,733,3,,,,,
2,1,5,AA,N872NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1055,25,1,1000-1059,1338,1349,11,1300-1359,0,,128,114,733,3,,,,,
2,3,7,AA,N306NY,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1028,0,0,1000-1059,1338,1347,9,1300-1359,0,,128,139,733,3,,,,,
2,4,1,AA,N941NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1028,0,0,1000-1059,1338,1332,0,1300-1359,0,,128,124,733,3,,,,,
2,5,2,AA,N963NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1035,5,0,1000-1059,1338,1335,0,1300-1359,0,,128,120,733,3,,,,,
2,6,3,AA,N987NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1029,0,0,1000-1059,1338,1332,0,1300-1359,0,,128,123,733,3,,,,,
2,7,4,AA,N992NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1027,0,0,1000-1059,1338,1318,0,1300-1359,0,,128,111,733,3,,,,,
2,8,5,AA,N906NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1041,11,0,1000-1059,1338,1332,0,1300-1359,0,,128,111,733,3,,,,,
2,10,7,AA,N971NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1028,0,0,1000-1059,1338,1336,0,1300-1359,0,,128,128,733,3,,,,,
2,11,1,AA,N978NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1120,50,1,1000-1059,1338,1413,35,1300-1359,0,,128,113,733,3,0,0,0,0,35
2,12,2,AA,N352PS,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,,,,1000-1059,1338,,,1300-1359,1,B,128,,733,3,,,,,
2,13,3,AA,N951NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1025,0,0,1000-1059,1338,1320,0,1300-1359,0,,128,115,733,3,,,,,
2,14,4,AA,N964NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1030,0,0,1000-1059,1338,1326,0,1300-1359,0,,128,116,733,3,,,,,
2,15,5,AA,N985NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1029,0,0,1000-1059,1338,1324,0,1300-1359,0,,128,115,733,3,,,,,
2,17,7,AA,N954NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1055,25,1,1000-1059,1338,1418,40,1300-1359,0,,128,143,733,3,25,0,15,0,0
2,18,1,AA,N802NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1111,41,1,1000-1059,1338,1401,23,1300-1359,0,,128,110,733,3,8,15,0,0,0
2,19,2,AA,N914AN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1030,0,0,1000-1059,1338,1322,0,1300-1359,0,,128,112,733,3,,,,,
2,20,3,AA,N939NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,,,,1000-1059,1338,,,1300-1359,1,B,128,,733,3,,,,,
2,21,4,AA,N886NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1028,0,0,1000-1059,1338,1313,0,1300-1359,0,,128,105,733,3,,,,,
2,22,5,AA,N359PX,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1215,105,1,1000-1059,1338,1514,96,1300-1359,0,,128,119,733,3,4,0,0,0,92
2,24,7,AA,N925AN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1118,48,1,1000-1059,1338,1418,40,1300-1359,0,,128,120,733,3,28,12,0,0,0
2,25,1,AA,N952AA,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1055,25,1,1000-1059,1338,1346,8,1300-1359,0,,128,111,733,3,,,,,
2,26,2,AA,N305NX,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1036,6,0,1000-1059,1338,1335,0,1300-1359,0,,128,119,733,3,,,,,
2,27,3,AA,N864NN,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1024,0,0,1000-1059,1338,1339,1,1300-1359,0,,128,135,733,3,,,,,
2,28,4,AA,N337PJ,114,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1030,1029,0,0,1000-1059,1338,1348,10,1300-1359,0,,128,139,733,3,,,,,
2,2,6,AA,N9018E,115,11503,EGE,"Eagle, CO",12953,LGA,"New York, NY",1526,1525,0,0,1500-1559,2131,2123,0,2100-2159,0,,245,238,1739,7,,,,,
2,9,6,AA,N9022G,115,11503,EGE,"Eagle, CO",12953,LGA,"New York, NY",1526,1521,0,0,1500-1559,2131,2043,0,2100-2159,0,,245,202,1739,7,,,,,
2,16,6,AA,N9008U,115,11503,EGE,"Eagle, CO",12953,LGA,"New York, NY",1526,1543,17,1,1500-1559,2131,2128,0,2100-2159,0,,245,225,1739,7,,,,,
2,23,6,AA,N9004F,115,11503,EGE,"Eagle, CO",12953,LGA,"New York, NY",1526,1607,41,1,1500-1559,2131,2141,10,2100-2159,0,,245,214,1739,7,,,,,
2,2,6,AA,N9018E,115,12953,LGA,"New York, NY",11503,EGE,"Eagle, CO",1145,1133,0,0,1100-1159,1446,1436,0,1400-1459,0,,301,303,1739,7,,,,,
2,9,6,AA,N9022G,115,12953,LGA,"New York, NY",11503,EGE,"Eagle, CO",1145,1137,0,0,1100-1159,1446,1453,7,1400-1459,0,,301,316,1739,7,,,,,
2,16,6,AA,N9008U,115,12953,LGA,"New York, NY",11503,EGE,"Eagle, CO",1145,1139,0,0,1100-1159,1446,1504,18,1400-1459,0,,301,325,1739,7,0,0,18,0,0
2,23,6,AA,N9004F,115,12953,LGA,"New York, NY",11503,EGE,"Eagle, CO",1145,1140,0,0,1100-1159,1446,1516,30,1400-1459,0,,301,336,1739,7,0,0,30,0,0
2,1,5,AA,N967NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,832,2,0,0800-0859,1024,1030,6,1000-1059,0,,174,178,733,3,,,,,
2,3,7,AA,N343PN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,823,0,0,0800-0859,1024,936,0,1000-1059,0,,174,133,733,3,,,,,
2,4,1,AA,N967NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,826,0,0,0800-0859,1024,954,0,1000-1059,0,,174,148,733,3,,,,,
2,5,2,AA,N842NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,824,0,0,0800-0859,1024,1002,0,1000-1059,0,,174,158,733,3,,,,,
2,6,3,AA,N821NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,820,0,0,0800-0859,1024,1006,0,1000-1059,0,,174,166,733,3,,,,,
2,7,4,AA,N943NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,821,0,0,0800-0859,1024,1027,3,1000-1059,0,,174,186,733,3,,,,,
2,8,5,AA,N969NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,822,0,0,0800-0859,1024,1010,0,1000-1059,0,,174,168,733,3,,,,,
2,10,7,AA,N863NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,823,0,0,0800-0859,1024,1005,0,1000-1059,0,,174,162,733,3,,,,,
2,11,1,AA,N942NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,834,4,0,0800-0859,1024,1042,18,1000-1059,0,,174,188,733,3,4,0,14,0,0
2,12,2,AA,N923AN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,830,0,0,0800-0859,1024,1027,3,1000-1059,0,,174,177,733,3,,,,,
2,13,3,AA,N865NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,825,0,0,0800-0859,1024,945,0,1000-1059,0,,174,140,733,3,,,,,
2,14,4,AA,N949NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,823,0,0,0800-0859,1025,1001,0,1000-1059,0,,175,158,733,3,,,,,
2,15,5,AA,N339PL,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,826,0,0,0800-0859,1025,1007,0,1000-1059,0,,175,161,733,3,,,,,
2,17,7,AA,N354PT,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,824,0,0,0800-0859,1025,1138,73,1000-1059,0,,175,254,733,3,0,0,73,0,0
2,18,1,AA,N894NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,827,0,0,0800-0859,1025,1054,29,1000-1059,0,,175,207,733,3,0,0,29,0,0
2,19,2,AA,N357PV,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,824,0,0,0800-0859,1025,1039,14,1000-1059,0,,175,195,733,3,,,,,
2,20,3,AA,N977NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,1018,108,1,0800-0859,1025,1236,131,1000-1059,0,,175,198,733,3,0,108,23,0,0
2,21,4,AA,N305NX,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,1035,125,1,0800-0859,1025,1217,112,1000-1059,0,,175,162,733,3,54,0,0,0,58
2,22,5,AA,N976NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,821,0,0,0800-0859,1025,1041,16,1000-1059,0,,175,200,733,3,0,0,16,0,0
2,24,7,AA,N957NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,825,0,0,0800-0859,1025,959,0,1000-1059,0,,175,154,733,3,,,,,
2,25,1,AA,N343PN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,906,36,1,0800-0859,1025,1119,54,1000-1059,0,,175,193,733,3,36,0,18,0,0
2,26,2,AA,N952AA,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,918,48,1,0800-0859,1025,1103,38,1000-1059,0,,175,165,733,3,38,0,0,0,0
2,27,3,AA,N940AN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,821,0,0,0800-0859,1025,1010,0,1000-1059,0,,175,169,733,3,,,,,
2,28,4,AA,N862NN,115,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",830,911,41,1,0800-0859,1025,1226,121,1000-1059,0,,175,255,733,3,0,41,80,0,0
2,1,5,AA,N776AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2118,2114,0,0,2100-2159,825,757,0,0800-0859,0,,427,403,3711,11,,,,,
2,2,6,AA,N776AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2118,2112,0,0,2100-2159,825,753,0,0800-0859,0,,427,401,3711,11,,,,,
2,3,7,AA,N794AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2118,2117,0,0,2100-2159,825,753,0,0800-0859,0,,427,396,3711,11,,,,,
2,4,1,AA,N771AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2118,2107,0,0,2100-2159,825,737,0,0800-0859,0,,427,390,3711,11,,,,,
2,5,2,AA,N756AM,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2118,1528,1090,1,2100-2159,825,210,1065,0800-0859,0,,427,402,3711,11,1065,0,0,0,0
2,6,3,AA,N754AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2118,2115,0,0,2100-2159,825,802,0,0800-0859,0,,427,407,3711,11,,,,,
2,7,4,AA,N760AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2118,2113,0,0,2100-2159,825,744,0,0800-0859,0,,427,391,3711,11,,,,,
2,8,5,AA,N786AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2118,2111,0,0,2100-2159,825,732,0,0800-0859,0,,427,381,3711,11,,,,,
2,9,6,AA,N799AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2118,2114,0,0,2100-2159,825,731,0,0800-0859,0,,427,377,3711,11,,,,,
2,10,7,AA,N757AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2118,2112,0,0,2100-2159,825,716,0,0800-0859,0,,427,364,3711,11,,,,,
2,11,1,AA,N772AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2118,2114,0,0,2100-2159,825,733,0,0800-0859,0,,427,379,3711,11,,,,,
2,12,2,AA,N758AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2118,2112,0,0,2100-2159,825,730,0,0800-0859,0,,427,378,3711,11,,,,,
2,13,3,AA,N791AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2120,2119,0,0,2100-2159,825,727,0,0800-0859,0,,425,368,3711,11,,,,,
2,15,5,AA,N781AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2120,2118,0,0,2100-2159,825,733,0,0800-0859,0,,425,375,3711,11,,,,,
2,16,6,AA,N751AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2120,2113,0,0,2100-2159,825,759,0,0800-0859,0,,425,406,3711,11,,,,,
2,22,5,AA,N789AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2120,2122,2,0,2100-2159,825,812,0,0800-0859,0,,425,410,3711,11,,,,,
2,23,6,AA,N782AN,116,13830,OGG,"Kahului, HI",11298,DFW,"Dallas/Fort Worth, TX",2120,2330,130,1,2100-2159,825,1004,99,0800-0859,0,,425,394,3711,11,99,0,0,0,0
2,1,5,AA,N105NN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1520,1521,1,0,1500-1559,1851,1822,0,1800-1859,0,,391,361,2475,10,,,,,
2,3,7,AA,N114NN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1520,1515,0,0,1500-1559,1851,1821,0,1800-1859,0,,391,366,2475,10,,,,,
2,4,1,AA,N104NN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1520,1517,0,0,1500-1559,1851,1826,0,1800-1859,0,,391,369,2475,10,,,,,
2,5,2,AA,N113AN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1520,1514,0,0,1500-1559,1851,1834,0,1800-1859,0,,391,380,2475,10,,,,,
2,6,3,AA,N112AN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1520,1516,0,0,1500-1559,1851,1840,0,1800-1859,0,,391,384,2475,10,,,,,
2,7,4,AA,N110AN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1520,1512,0,0,1500-1559,1851,1830,0,1800-1859,0,,391,378,2475,10,,,,,
2,8,5,AA,N109NN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1520,1518,0,0,1500-1559,1851,1943,52,1800-1859,0,,391,445,2475,10,0,0,52,0,0
2,10,7,AA,N117AN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1520,1513,0,0,1500-1559,1851,1856,5,1800-1859,0,,391,403,2475,10,,,,,
2,11,1,AA,N104NN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1520,1552,32,1,1500-1559,1851,1915,24,1800-1859,0,,391,383,2475,10,0,0,0,0,24
2,12,2,AA,N111ZM,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1520,,,,1500-1559,1851,,,1800-1859,1,B,391,,2475,10,,,,,
2,13,3,AA,N113AN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1520,1517,0,0,1500-1559,1851,1854,3,1800-1859,0,,391,397,2475,10,,,,,
2,14,4,AA,N110AN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1515,1512,0,0,1500-1559,1853,1922,29,1800-1859,0,,398,430,2475,10,0,0,29,0,0
2,15,5,AA,N117AN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1515,1511,0,0,1500-1559,1853,1905,12,1800-1859,0,,398,414,2475,10,,,,,
2,17,7,AA,N110AN,117,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1515,1506,0,0,1500-1559,1853,1858,5,1800-1859,0,,398,412,2475,10,,,,,
